location,domain_profile,company_name,about_the_job,who_can_apply,salary,company_details,start_date,experience,apply_by,applicants,skills,perks,number_of_openings,other_requirements,.NET,AJAX,APIs,ARM Microcontroller,ASP.NET,Adobe After Effects,Adobe Creative Suite,Adobe Illustrator,Adobe Photoshop,Advanced Excel,Algorithms,Allegro Software,Amazon Web Server (AWS),Amazon Web Services (AWS),American English,Android,Angular 2.0,Angular 7.0,AngularJS,Ansible,Apache,Apache Cassandra,Arduino,Autodesk Maya,Bash,Biology,Blockchain,Blogging,Bootstrap,Business Analysis,Business Research,C Programming,C#,C#.NET,C++ Programming,CCNA,CI/CD,CMS,CSS,Canva,Chemistry,Client Relationship,Cloud Computing,Cloud Firestore,CodeIgniter,Computer Networking,Computer Networks,Content Marketing,Content Writing,Creative Writing,Cross-functional Collaboration,Dart,Data Analysis,Data Analytics,Data Science,Data Structures,Database Testing,Deep Learning,DevOps,Digital Marketing,Distributed Computing,Django,Docker,EAGLE,ERP Implementation and Deployment,Eclipse (IDE),Effective Communication,Elasticsearch,Email Marketing,Embedded Systems,English Proficiency (Spoken),English Proficiency (Written),Enterprise Products,Ethereum,Event Management,Express.js,ExpressJS,Facebook Marketing,FastAPI,Figma,Financial Modeling,Financial literacy,Firebase,Firebase Cloud Messaging,Flask,Flutter,GNU Octave,GUI Testing,Git,Git / SVN.,Git Bash,GitHub,Golang,Google AdWords,Google Analytics,Google Cloud Computing,Google Workspace,GraphQL,HTML,HTML&CSS,Hibernate (Java),Hindi Proficiency (Spoken),Internet of Things (IoT),Investing,Ionic,J2EE,JSON,Java,JavaFX,JavaScript,Jira,Joomla,Kannada Proficiency (Spoken),Kotlin,Kubernetes,LARAVEL,LinkedIn Marketing,Linux,MEAN/MERN Stack,MS SQL Server,MS-Excel,MS-Office,MS-PowerPoint,MS-Word,Machine Learning,Malayalam,Malayalam Proficiency (Spoken),Manual Testing,Market Analysis,Marketing,Materialize,Mathematics,Microsoft Azure,Microsoft PowerApps,Model View Controller(MVC),Mongo,MongoDB,Moodle,MySQL,NLP,Natural Language Processing (NLP),Neural Networks,Next.js,No-SQL,NoSQL,Node.js,None,Objective C,Odoo,Online Teaching,OpenCV,Operations,Oracle,PCB Design,PCB Soldering,PHP,PLC SCADA,Perl,Physics,PostgreSQL,Postman,Power BI,Problem Solving,Product Development,Product Lifecycle Management(PLM),Product Management,Product Roadmap,Product Strategy,Project Management,Python,Quality Assurance/Quality Control (QA/QC),REST API,Raspberry Pi,React,React Native,ReactJS,Redis,Redux,Report Writing,Research and Analytics,Responsive Design,Robotic Process Automation (RPA),Robotics,Ruby on Rails,SAP,SQL,SQLite,SYSTEM ADMINISTRATOR,Salesforce,Search Engine Optimization (SEO),Selenium,Servlets,Shell Scripting,Social Media Marketing,Software Testing,Spring MVC,Statistical Modeling,Stock Trading,Stripe Payment API,Subject Matter Expert (SME),Swift,Tableau,Tailwind CSS,Tamil Proficiency (Spoken),Teaching,Telugu Proficiency (Spoken),Time Management,TypeScript,UI & UX Design,UX Research,UiPath,Unity 3D,Unity Engine,Unreal Engine,User Interface (UI) Development,User-centered Design,VMware,VS Code,Video Editing,Vue Js,Web Application Security,Webflow,Windows Mobile Application Development,Wireframing,WordPress,XML,Xcode,Yii,iOS,jQuery,web3.js,min_salary,max_salary,avg_salary
Work from home,Associate - Power Apps,LearnAsYouGo Private Limited,"Key responsibilities: 

1. Study and understand app requirements
2. Design and develop the app using Power Apps
3. Automate workflow using Power Automate
4. Customize the SharePoint site
5. Develop Microsoft Power Apps",,"2,50,000 - 3,50,000",We are an end-to-end learning solutions company specializing in K12 education and content development/creation.,Starts Immediately,0-1 years,28 Mar' 24,187,"Microsoft Azure
Microsoft PowerApps
Robotic Process Automation (RPA)",5 days a week,3.0,1. Candidate should have hands-on experience with any of the RPA tools (UiPath),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,350000,300000.0
Manali,Web Developer,ColorStays,"Key responsibilities: 

1. Do web development
2. Work on software projects
3. Check for back end data fetching and display",,"2,00,000 - 3,00,000","<div class=""text-container about_company_text_container"">
        At Colorstays we strive to deliver the best services in the tourism industry. We do have sister concern companies like:<br/>
<br/>
IT Company: Uncle Tech<br/>
Film Production Studio: Shilp Studio    </div>",Starts Immediately,0-2 years,17 Mar' 24,182,"HTML&CSS
JavaScript
jQuery",Free snacks & beverages,5.0,"1. BCA                

                    2. Computer Science engineer                

                    3. MCA                

                    4. Diploma in computer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000,300000,250000.0
Mumbai,Associate Full Stack Developer,Revolux Solutions,"Key responsibilities: 

1. Develop and maintain all server-side network components
2. Ensure optimal performance of the central database and responsiveness to front-end requests
3. Collaborate with front-end developers on the integration of elements
4. Design customer-facing UI and back-end services for various business processes
5. Develop high-performance applications by writing testable, reusable, and efficient code
6. Implement effective security protocols, data protection measures, and storage solutions
7. Run diagnostic tests, repair defects, and provide technical support
8. Document Node.js processes, including database schemas, as well as prepare reports
9. Recommend and implement improvements to processes and technologies",1.  Those who are from or open to relocate to Mumbai and neighboring cities,"2,00,000 - 3,50,000","<div class=""text-container about_company_text_container"">
        Revolux Solutions is a Mumbai-based software service and product development company. We believe in offering business solutions through innovation and cutting-edge technology. We have one of the best internship programs with a real practical learning experience. We develop cutting-edge software products and offer an expansive portfolio of offerings that includes mobile application and web application development, off-shore product development, project management services, SEO, SEM, digital marketing services, blockchain, and IoT development, AI bot capabilities, best practices, and innovation management consulting and e-commerce services. Currently hiring for our eCommerce Platform www.shupple.com    </div>",Starts Immediately,0-2 years,7 Mar' 24,99,"Amazon Web Services (AWS)
Bootstrap
CSS
Express.js
HTML
Ionic
Node.js
PostgreSQL
SQL
TypeScript",Informal dress code,2.0,"1. Bachelor's degree in computer science, information science, or similar                

                    2. At least one year's experience as a Node.js, Express.js developer                

                    3. Knowledge of TypeScript/JavaScript, web stacks, libraries, and frameworks                

                    4. Knowledge of database programming, stored procedures, and PostgreSQL                

                    5. Knowledge or certified on AWS or deployed projects on AWS or other cloud servers                

                    6. Knowledge of front-end technologies such as HTML5, Bootstrap, CSS, and Angular                

                    7. Superb interpersonal, communication, and collaboration skills                

                    8. Exceptional analytical and problem-solving aptitude                

                    9. Great organizational and time management skills                

                    10. Availability to resolve urgent web application issues outside of business hours",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,350000,275000.0
Jodhpur,STEM/Robotics Trainer,Robokidz Eduventures Private Limited,"Key responsibilities:  

1. Teaching school students and teachers in Arduino programming, electronics, and 3D printing.  
2. Mentor the students in their projects. 
3. Manage STEM/Robotics lab assigned.  
4. Be a part of the innovation, designing, research, and development team.",,"2,00,000 - 2,20,000","<div class=""text-container about_company_text_container"">
        Born in 2010 with the motto of promoting technology, scientific thinking, and innovation, Robokidz has surpassed five golden years of creating an unmatched aura of a science and technology spectacle year after year. Today it is well established as one of India's largest science and technology skill development companies, reaching out to more than 30,000 kids in over 300 schools across India. <br/>
<br/>
To unleash the scientist and the technologist inside a child, Robokidz, has made remarkable inception by exposing school children to the wonderful world of robotics. We have a young and dynamic team dedicated to ideating, creating, and delivering world-class robotics education programs for school students in the form of workshops, year-long programs, and robotics labs.    </div>",Starts Immediately,0-2 years,15 Mar' 24,55,"Arduino
PCB Design
PCB Soldering
Robotics",None,10.0,"Requirements:                

                    1. B. Tech/ B.E/ Diploma in Electronics & Mechatronics                

                    2. Pursuing candidates can also apply for the position part-time or as an intern                

                    3. Experience up to 2 years. Freshers can also apply.                

                    4. Basic knowledge of electronics and programming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,220000,210000.0
Work from home,MEAN Stack Developer,Blackcoffer,"Key responsibilities:

1. Developing, testing, and deploying fast and scalable web apps
2. Working on the designing and maintenance of fully functional large relational and non-relational databases
3. Ensuring timely deployment of web apps on the cloud
4. Working on server management and cloud-based infrastructure
5. Working on the establishment and integration of development tools as required
6. Working on the identification of application issues when deploying the apps
7. Working on the app deployment on the cloud along with solving debugging issues
8. Working on coding architecture for frontend and backend
9. Building interactive consumer data
10. Maintaining collaboration with the IT team, researchers, and designers for designing robust apps and encouraging business goals
11. Creating features in apps that have a mobile responsive design
12. Testing applications and fixing bugs, along with security and data protection features
13. Establishing code architecture decisions for supporting scalability and good performance
14. Making use of popular front-end frameworks like Bootstrap, LESS, etc., and designing UI components
15. Maintaining participation with developers in the creation of scalable RESTful APIs
16. Conducting code reviews of peer developers

Who can apply:

1. Expertise and experience in the four main technologies - MongoDB, ExpressJS, AngularJS, and Node.js
2. Knowledge of HTML/CSS, jQuery, PHP, Java, Python, OOPS, Symfony, UI/UX design, AWS, Git, design framework, web services, JSON, AJAX, cryptography, and security, frontend CSS frameworks like Bootstrap, etc.
3. High-quality programming skills for a robust design
4. Experience in application architecture, server management, cross-browser compatibility, responsive design, and website performance
5. Understanding of DB architecture design and programming templates, agile methodologies, client-side and server-side procedures
6. Familiarity with package manager-NPM
7. Server management skills
8. Good communication skills
9. Critical thinking and time management skills
10. Good team players and the ability to lead a team of developers
11. Strong problem-solving and analytical skills
12. Collaboration skills to support business goals
13. Competence for individual contribution",,"3,00,000 - 5,00,000","<div class=""text-container about_company_text_container"">
        Blackcoffer is an enterprise software and analytics consulting firm based in India and the European Union (Malta). It is a data-driven, technology, and decision science firm focused exclusively on big data and analytics, data-driven dashboards, applications development, information management, and consulting of any kind, from any source, on a massive scale. We are a young and global consulting shop helping enterprises and entrepreneurs solve big data and analytics, data-driven dashboards, applications development, and information management problems to minimize risk, explore opportunities for future growth, and increase profits more effectively. We provide intelligence, accelerate innovation, and implement technology with extraordinary breadth and depth of global insights into big data, data-driven dashboards, application development, and information management for organizations by combining unique and specialist services and high-level human expertise.    </div>",Starts Immediately,0-5 years,29 Mar' 24,320,"Amazon Web Server (AWS)
AngularJS
Express.js
Google Cloud Computing
MongoDB
Node.js
REST API",None,15.0,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,500000,400000.0
Mathura,Junior Machine Learning Developer,HelperMinds,"Key responsibilities: 

1. Stay updated on the latest trends, developments, and advancements in machine learning
2. Understand complex machine learning concepts and algorithms and effectively communicate them through written content
3. Write technically accurate, well-researched, and fact-checked content

Requirements:

1. Bachelor's degree in Computer Science or a related field
2. Understanding of Python, R, and Java
3. Proficiency in machine learning libraries
4. Good knowledge of data mining, preprocessing, and modeling techniques
5. Effective documentation skills, with an emphasis on formatting and producing high-quality content",,"2,00,000 - 2,50,000","<div class=""text-container about_company_text_container"">
        Welcome to HelperMinds - where innovation meets excellence. We are an experienced team that specializes in multiple fields of education and technology such as Artificial Intelligence, Data Analytics, Android Development, Research Methods, and many more. Our commitment to excellence, timely delivery, and personalized service sets us apart from existing platforms.<br/>
<br/>
Choose HelperMinds for a reliable and skilled team to bring your ideas to life.    </div>",Starts Immediately,0-2 years,7 Mar' 24,267,"Content Writing
Data Analytics
Deep Learning
Machine Learning
Natural Language Processing (NLP)
Python",Informal dress code,3.0,"1. Bachelor's degree in Computer Science or a related field                

                    2. Must have knowledge of Artificial Intelligence, Machine Learning, and Data Science                

                    3. Minimum experience of 6 months                

                    4. Strong communication and writing skills",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,250000,225000.0
Gandhinagar,Full Stack Developer,Teiox IT Solutions,"Company Overview

Teiox IT Solution is a leading provider of innovative IT solutions for businesses. With a focus on excellence, Teiox leverages cutting-edge technology to drive growth, enhance efficiency, and revolutionize operations. Our comprehensive services include software development, infrastructure management, cybersecurity, and business process automation. With a team of skilled professionals, we deliver tailored solutions that meet the unique needs of clients. By combining expertise, creativity, and industry knowledge, Teiox empowers businesses to thrive in the digital era.

Job Overview

Teiox IT Solutions is seeking a talented and motivated Full Stack Developer to join our team. As a Full Stack Developer, you will be responsible for designing, developing, and maintaining scalable web applications. You will work closely with cross-functional teams to understand project requirements and deliver high-quality solutions.

Qualifications and Skills

Bachelor's degree in Computer Science or a related field
1-3 years of hands-on experience in full stack web development
Proficiency in programming languages such as JavaScript, Python, and Java
Experience with modern JavaScript frameworks such as React or Angular
Working knowledge of backend frameworks like Node.js or Django
Strong understanding of databases and SQL
Familiarity with version control systems (e.g., Git)
Good problem-solving and analytical skills
Excellent communication and teamwork abilities

Roles and Responsibilities

Design, develop, and maintain web applications using modern technologies and best practices
Collaborate with cross-functional teams to gather and analyze project requirements
Develop and implement software solutions that meet business objectives and improve efficiency
Perform coding, testing, and debugging of applications
Optimize application performance and ensure scalability
Ensure code quality and adherence to software development guidelines
Stay up-to-date with latest trends and technologies in software development",1. Candidates with minimum 1 years of experience.,"2,40,000 - 4,20,000",Information above is Internshala's interpretation and paraphrasing of what we found on the shared link.,Starts Immediately,1-3 years,3 Mar' 24,0,None,None,Unknown,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,420000,330000.0
Ahmedabad,AI & Robotics Educator,STEMpedia,"We're looking for an AI & robotics educator to join our team in Ahmedabad. In this role, you'll lead the creation, execution, and assessment of diverse STEM programs. We need someone with a strategic mindset, deep tech knowledge, excellent program management abilities, and a fervent commitment to advancing educational innovation.

Key responsibilities:

1. Conduct engaging AI & Robotics sessions for students across various grade levels
2. Provide comprehensive training to teachers on Coding, AI, and Robotics through hands-on activities and experiential learning
3. Develop innovative projects for participation in state-level science carnivals or exhibitions
4. Maintain accurate student records using our CRM system
5. Manage STEM kits and other resources within school labs or centers
6. Monitor and report on the progress of capacity-building initiatives to school administration
7. Provide yearlong support to schools utilizing our programs
8. Register and maintain student records on our online course portal

Note:

1. Position type: Full-time, permanent
2. Department: Education & Programs

Skills required:

1. Effective teaching skills with the ability to engage diverse audiences
2. Experience in Robotics, Electronics, Arduino, IoT, and AI is advantageous
3. Proficiency in Python programming
4. Interest in creative pursuits such as arts, crafts, and DIY projects
5. Strong commitment to driving innovative change within the education sector
6. Excellent written and verbal communication skills in English/Hindi
7. Ability to manage large groups and interact meaningfully with children and youth
8. Proficiency in computer applications and internet usage
9. Demonstrated passion for working in a challenging, growth-oriented environment

Benefits:

1. Cell phone reimbursement
2. Paid sick time
3. Paid time off
4. Provident Fund",,"3,60,000 - 4,20,000","<div class=""text-container about_company_text_container"">
        Founded in 2016 by IITK alumni, STEMpedia envisions transforming AI and Robotics, an emerging technology education space in the world, through its real-life application-driven approach to curriculum, unique teacher training program, and international events and competitions. We lead the AI and robotics education market in India with our holistic learning ecosystem for kids aged 7+ years. With our curated packages for schools, educational institutions, and activity centers, we have delivered our AI &amp; Robotics Lab to 400+ schools across 50+ countries.    </div>",Starts Immediately,0-5 years,16 Mar' 24,88,"Python
Robotics",None,6.0,"1. Bachelor's degree in Electrical, Electronics/Telecommunication, Instrumentation, Mechanical, IT, or relevant fields (B.Tech/B.E. or BCA/MCA)                

                    2. Minimum of 1 year of teaching experience with diverse groups                

                    3. Minimum of 1 year of experience in AI, Robotics, Python, or STEM education",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,420000,390000.0
Bangalore,Product Specialist,Icon Electromatic,"Key responsibilities: 

1. Do sales & business development activities
2. Prepare of pricing proposals, delivery schedules and business reports
3. Check entering portals & preparation and submission of tenders
4. Execute marketing and sales promotion programs to ensure quality solutions
5. Do periodic meetings with the management and sales team to post on strategic developments
6. Close sales and meet agreed annual sales and orders targets.  
7. Develop sales forecasts and budgets for the region in conjunction with area sales management and division marketing staff.       
8. Do major account management       
9. Maintain daily sales reports          
10. Do weekly business review with the manager 
11. Do open quotes follow-ups              
12. Create a business development strategy            
13. Maintain e-mail communication and follow up   
14. Maintain application engineering support              
15. Do customer visit plan         
16. Coordinate & set up of quarterly, half-yearly & annual distributor conference        
17. Provide customer support to all clients, customers & vendors    
18. Collect and disseminate of all market information from within the territory including market trends and competitor information.     
19. Check the eProcurement portals for the relevant product tenders-participation and submission of tenders with complete documentation   
20. Work on submission of quotation online/offline",,"2,00,000 - 4,00,000","<div class=""text-container about_company_text_container"">
        Icon Electromatic is a company started by skilled engineers from the industry with decades of experience. With our expertise and understanding of these technology &amp; ecosystems, we engage in providing not only electronic &amp; RF components from global leaders but also design services for high-performance MMICs and modules that find their applications in telecom, optics, IoT, aerospace &amp; defense industries.<br/>
<br/>
Icon provides business consultancy solutions and ensures cost-effective, time-to-market solutions through our highly motivated workforce, driven by strong design principles, the highest levels of quality, and ethical business practices. Icon's mission is to bring state-of-the-art high-end electronic components and technology solutions to our partners through symbiotic relationships with the world leaders in the field.    </div>",Starts Immediately,0-2 years,22 Mar' 24,27,"English Proficiency (Spoken)
PLC SCADA
Product Management","5 days a week
 Free snacks & beverages
 Health Insurance",2.0,"1. Should have RF domain knowledge, good in written and verbal communication, excel, word, etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,400000,300000.0
Tiruppur,Full Stack Developer,WTT INTERNATIONAL PRIVATE LIMITED,"Company Overview

WTT INTERNATIONAL PRIVATE LIMITED is an OEM and Pioneer in Implementing ZLD (Zero Liquid Discharge) projects across the globe for all kinds of industries. With over 200 employees, we focus on providing innovative wastewater treatment solutions. Visit our website at https://wttindia.com/ to learn more.

Job Overview

We are looking for a talented Full Stack Developer to join our team at WTT INTERNATIONAL PRIVATE LIMITED in Tiruppur, Tamil Nadu, India. As a Full Stack Developer, you will be responsible for developing and maintaining web applications, handling both front-end and back-end development tasks. The ideal candidate should have 1 to 3 years of experience in Full Stack Development and possess strong skills in React.js, Express.js, Bootstrap, frappe, SQL, Python, AngularJS, and AWS. This is a Full-Time position

Qualifications and Skills

Bachelor's degree in Computer Science or related field
1 to 3 years of experience as a Full Stack Developer
Proficiency in React.js, Express.js, Bootstrap (Framework), frappe, SQL, Python, AngularJS, and AWS
Strong problem-solving and analytical skills
Excellent communication and teamwork abilities
Ability to work independently and manage multiple tasks

Roles and Responsibilities

Designing and implementing user-friendly front-end interfaces using React.js and Bootstrap
Developing server-side components using Express.js and frappe
Building and optimizing database structures using SQL
Writing efficient and reusable code in Python
Collaborating with cross-functional teams to define, design, and ship new features
Troubleshooting and debugging applications
Working on cloud-based technologies such as AWS
Keeping up-to-date with the latest industry trends and technologies",1. Candidates with minimum 1 years of experience.,Competitive salary,Information above is Internshala's interpretation and paraphrasing of what we found on the shared link.,Starts Immediately,1-3 years,28 Apr' 24,0,None,None,Unknown,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Competitive salary,Competitive salary,Competitive salary
